
757,	1448116.340000,	14334150.160000,	9.898480,	2.527038,	25.013830,	
760,	1449980.950000,	14384507.280000,	9.920480,	2.510355,	24.903925,	
763,	1453105.500000,	14487131.670000,	9.969773,	2.496020,	24.884753,	
766,	1480181.560000,	14655171.740000,	9.900928,	2.522653,	24.976603,	
769,	1477201.220000,	14764619.540000,	9.994995,	2.497969,	24.967185,	
772,	1514063.320000,	14885869.790000,	9.831735,	2.540443,	24.976962,	
775,	1515715.410000,	14977741.680000,	9.881632,	2.523564,	24.936927,	
778,	1505446.140000,	15116517.240000,	10.041221,	2.487173,	24.974255,	
781,	1536271.660000,	15222736.760000,	9.908883,	2.518639,	24.956902,	
784,	1615784.500000,	15218440.820000,	9.418608,	2.628762,	24.759281,	
787,	1584723.690000,	15488045.210000,	9.773341,	2.558610,	25.006168,	
790,	1580933.750000,	13626888.660000,	8.619519,	2.533142,	21.834463,	
793,	1573212.190000,	15715833.760000,	9.989647,	2.501733,	24.991427,	
796,	1611063.520000,	15377433.610000,	9.544896,	2.542650,	24.269327,	
799,	1622377.680000,	14916771.210000,	9.194389,	2.541314,	23.365833,	
802,	1606537.350000,	15967626.950000,	9.939157,	2.497710,	24.825136,	
805,	1648375.960000,	16251573.910000,	9.859143,	2.543692,	25.078622,	
808,	1639999.130000,	16421544.370000,	10.013142,	2.512007,	25.153086,	
811,	1694017.160000,	16457756.260000,	9.715224,	2.575586,	25.022397,	
814,	1707400.860000,	16580506.800000,	9.710963,	2.576835,	25.023554,	
817,	1722990.720000,	16696360.560000,	9.690337,	2.581302,	25.013686,	
820,	1757416.430000,	16838705.950000,	9.581512,	2.613647,	25.042692,	
823,	1738962.610000,	16957861.360000,	9.751711,	2.567382,	25.036373,	
826,	1754390.550000,	16752450.660000,	9.548872,	2.571380,	24.553774,	
829,	1749143.330000,	14542771.430000,	8.314225,	2.545167,	21.161094,	
832,	1769798.250000,	17402868.120000,	9.833250,	2.556684,	25.140515,	
835,	1759152.010000,	17448145.000000,	9.918498,	2.523076,	25.025128,	
838,	1759437.900000,	17582571.490000,	9.993289,	2.505451,	25.037696,	
841,	1808580.620000,	17448896.410000,	9.647840,	2.557089,	24.670388,	
844,	1808502.190000,	17831675.290000,	9.859914,	2.538833,	25.032675,	
847,	1821020.630000,	17920809.720000,	9.841080,	2.538330,	24.979906,	
850,	1810933.520000,	18069475.050000,	9.977989,	2.506482,	25.009654,	
853,	1891142.110000,	18190601.330000,	9.618844,	2.599119,	25.000517,	
856,	1933302.030000,	18483975.070000,	9.560832,	2.638470,	25.225968,	
859,	1875476.350000,	18452481.630000,	9.838824,	2.541706,	25.007395,	
862,	1866057.160000,	17179372.980000,	9.206242,	2.511368,	23.120263,	
865,	1898350.080000,	18746563.770000,	9.875188,	2.537138,	25.054715,	
868,	1929415.950000,	18894988.750000,	9.793113,	2.560863,	25.078825,	
871,	1960765.180000,	18981001.160000,	9.680405,	2.584576,	25.019741,	
874,	1984529.470000,	18365578.660000,	9.254374,	2.597973,	24.042618,	
877,	1933243.840000,	19267728.590000,	9.966528,	2.513550,	25.051361,	
880,	1972706.780000,	19266210.590000,	9.766383,	2.547400,	24.878888,	
883,	2006259.640000,	19530092.120000,	9.734579,	2.573154,	25.048567,	
886,	2097762.150000,	18003495.180000,	8.582239,	2.672322,	22.934506,	
889,	2022633.800000,	19802345.420000,	9.790376,	2.559256,	25.056079,	
892,	2003342.550000,	19956225.080000,	9.961464,	2.517825,	25.081222,	
895,	2041277.370000,	20092382.090000,	9.843044,	2.548332,	25.083340,	
898,	2057560.450000,	19157142.290000,	9.310610,	2.551526,	23.756259,	
901,	2062977.180000,	20342826.790000,	9.860907,	2.541235,	25.058884,	
904,	2075644.890000,	20626153.900000,	9.937227,	2.539898,	25.239538,	
907,	2093552.230000,	20635401.050000,	9.856645,	2.544891,	25.084089,	
910,	2079811.800000,	19784506.390000,	9.512643,	2.511547,	23.891446,	
913,	2203495.910000,	20914528.360000,	9.491521,	2.643448,	25.090338,	
916,	2178289.520000,	21059699.760000,	9.667998,	2.596119,	25.099278,	
919,	2156129.250000,	21195803.640000,	9.830488,	2.552959,	25.096830,	
922,	2161831.870000,	21325982.260000,	9.864774,	2.543080,	25.086912,	
925,	2164817.270000,	21467975.980000,	9.916761,	2.530101,	25.090403,	
928,	2203622.410000,	21785900.840000,	9.886404,	2.558829,	25.297614,	
931,	2172146.680000,	21784157.670000,	10.028861,	2.506050,	25.132831,	
934,	2215042.830000,	21915039.630000,	9.893732,	2.539150,	25.121670,	
937,	2236993.110000,	22051186.520000,	9.857512,	2.547918,	25.116133,	
940,	2283734.860000,	22226710.330000,	9.732614,	2.584580,	25.154720,	
943,	2423170.750000,	22328428.980000,	9.214550,	2.724963,	25.109310,	
946,	2341970.400000,	22465716.900000,	9.592656,	2.616972,	25.103716,	
949,	2308885.590000,	22659439.000000,	9.814016,	2.563716,	25.160353,	
952,	2441563.850000,	22959474.230000,	9.403594,	2.693979,	25.333083,	
955,	2351447.780000,	22912669.230000,	9.744069,	2.578271,	25.122852,	
958,	2341745.230000,	23172234.580000,	9.895284,	2.551577,	25.248577,	
961,	2348044.930000,	23230561.200000,	9.893576,	2.542492,	25.154340,	
964,	2358362.270000,	22455596.900000,	9.521691,	2.537794,	24.164095,	
967,	2487989.350000,	23563033.560000,	9.470713,	2.660698,	25.198707,	
970,	2505631.040000,	23666629.470000,	9.445377,	2.663015,	25.153183,	
973,	2415608.580000,	23825098.550000,	9.862980,	2.551531,	25.165701,	
976,	2542467.840000,	23792213.610000,	9.357921,	2.669045,	24.976709,	
979,	2448518.820000,	24155782.200000,	9.865467,	2.554689,	25.203202,	
982,	2466322.430000,	24281925.470000,	9.845398,	2.557566,	25.180256,	
985,	2477163.480000,	24440710.800000,	9.866410,	2.553185,	25.190766,	
988,	2481930.000000,	24442461.560000,	9.848167,	2.542586,	25.039811,	
991,	2636884.910000,	24765003.670000,	9.391765,	2.684997,	25.216865,	
994,	2516671.960000,	24944646.320000,	9.911759,	2.547146,	25.246698,	
997,	2592622.560000,	25082794.440000,	9.674680,	2.608249,	25.233971,	
1000,	2579595.590000,	25387859.310000,	9.841798,	2.579596,	25.387859,	
